X,Y,OBJECTID_1,StationDesignation,FuelTypeCode,StationName,StreetAddress,IntersectionDirections,City_1,State,ZIP_1,Plus4,StationPhone,StatusCode,ExpectedDate,GroupsWithAccessCode,AccessDaysTime,CardsAccepted,BDBlends,NGFillTypeCode,NGPSI,EVLevel1EVSENum,EVLevel2EVSENum,EVDCFastCount,EVOtherInfo,EVNetwork,EVNetworkWeb,GeocodeStatus,Latitude,Longitude,DateLastConfirmed,ID,UpdatedAt,OwnerTypeCode,FederalAgencyID,FederalAgencyName,OpenDate,HydrogenStatusLink,NGVehicleClass,LPGPrimary,E85BlenderPump,EVConnectorTypes,Country,IntersectionDirectionsFrench,AccessDaysTimeFrench,BDBlendsFrench,GroupsWithAccessCodeFrench,HydrogenIsRetail,AccessCode,AccessDetailCode,FederalAgencyCode,FacilityType,CNGDispenserNum,CNGOnSiteRenewableSource,CNGTotalCompressionCapacity,CNGStorageCapacity,LNGOnSiteRenewableSource,E85OtherEthanolBlends,EVPricing,EVPricingFrench,LPGNozzleTypes,HydrogenPressures,HydrogenStandards,CNGFillTypeCode,CNGPSI,CNGVehicleClass,LNGVehicleClass,EVOnSiteRenewableSource,RestrictedAccess,RDBlends,RDBlendsFrench,RDBlendedwithBiodiesel,RDMaximumBiodieselLevel,NPSUnitName,CNGStationSellsRenewableNatural,LNGStationSellsRenewableNatural,MaximumVehicleClass,EVWorkplaceCharging,EVTotalPortCountBeta,EVCHAdeMOPortCountBeta,EVJ1772PortCountBeta,EVCCSPortCountBeta,EVNEMA1450PortCountBeta,EVNEMA515PortCountBeta,EVNEMA520PortCountBeta,EVTeslaPortCountBeta,EVCCS150pluskWPortCountBeta
20369.9678142588,-132747.757997207,47,NEVI Compliant,ELEC,"Save Mart 651 (Fresno, CA)",5750 North First St,,Fresno,CA,93710,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.82196,-119.77134,2024/03/07 00:00:00+00,169435,2024/03/07 03:21:45,,,,2020/11/24 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-21315.032437085,-195851.06346835,48,NEVI Compliant,ELEC,Harris Ranch Inn & Restaurant,24505 West Dorris Avenue,,Coalinga,CA,93210,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,36.25414,-120.23752,2024/03/07 00:00:00+00,170206,2024/03/07 03:21:46,,,,2020/12/16 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
269608.578923903,-580898.44625565,49,NEVI Compliant,ELEC,"BoA North Park CA0-118 (San Diego, CA)",3101 UNIVERSITY AVE,,San Diego,CA,92104,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.74757,-117.12678,2024/03/07 00:00:00+00,170298,2024/03/07 03:22:50,,,,2020/12/18 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
2615.27429990836,103229.556751354,50,NEVI Compliant,ELEC,South Lake Tahoe CA1-139,3344 Lake Tahoe Blvd,,South Lake Tahoe,CA,96150,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.94503,-119.96981,2024/03/07 00:00:00+00,170314,2024/03/07 03:21:09,,,,2020/12/18 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-7270.84407897654,-115728.666619487,51,NEVI Compliant,ELEC,"Walmart 1583 - Madera, CA",1977 W Cleveland Avenue,,Madera,CA,93637,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,36.97527,-120.0818,2024/03/07 00:00:00+00,170330,2024/03/07 03:21:22,,,,2020/12/18 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
32729.7340963737,-159942.595831087,52,NEVI Compliant,ELEC,"Walmart 1882 - Selma, CA",3400 Floral Avenue,,Selma,CA,93662,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.57693,-119.63377,2024/03/07 00:00:00+00,170331,2024/03/07 03:21:58,,,,2020/12/18 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-225132.001751357,12694.1182003682,53,NEVI Compliant,ELEC,Novato Fair Shopping Center,900 Diablo Avenue,,Novato,CA,94947,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,38.1031,-122.571,2024/03/07 00:00:00+00,170337,2024/03/07 03:22:14,,,,2020/12/18 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,1,0,8,0,0,0,0,8
-194161.086001437,273167.283459049,54,NEVI Compliant,ELEC,"Safeway 0273 - Anderson, CA",2601 Balls Ferry Road,,Anderson,CA,96007,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.45346,-122.28927,2024/03/07 00:00:00+00,170354,2024/03/07 03:21:45,,,,2020/12/18 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-162975.533966172,-71584.3829308292,55,NEVI Compliant,ELEC,"BOA Alum Rock CA3-138 (San Jose, CA)",2300 Alum Rock Ave,,San Jose,CA,95116,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.35818,-121.84269,2024/03/07 00:00:00+00,170472,2024/03/07 03:21:28,,,,2020/12/23 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
200494.79525221,-465687.569557445,56,NEVI Compliant,ELEC,"BoA CA7-193 (Orange, CA)",941 N Tustin St,,Orange,CA,92867,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.80336,-117.835,2024/03/07 00:00:00+00,170689,2024/03/07 03:22:22,,,,2020/12/31 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
492433.141190598,-339092.938972866,57,NEVI Compliant,ELEC,"City of Needles Charging Depot (Needles, CA)",1199 Third St,,Needles,CA,92363,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.83871,-114.60962,2024/03/07 00:00:00+00,170690,2024/03/07 03:20:43,,,,2020/12/31 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
200803.424611513,-432409.035081113,58,NEVI Compliant,ELEC,Target T0767 San Dimas,888 W Arrow Hwy,,San Dimas,CA,91773,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.10325,-117.82342,2024/03/07 00:00:00+00,171391,2024/03/07 03:20:33,,,,2021/01/20 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
172242.368806073,-437150.119303374,59,NEVI Compliant,ELEC,"Ralphs 715 (Monterey Park, CA)",330 N ATLANTIC BLVD EV,,Monterey Park,CA,91754,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.06601,-118.13393,2024/03/07 00:00:00+00,171396,2024/03/07 03:20:35,,,,2021/01/20 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
333474.197035423,-470359.122295979,60,NEVI Compliant,ELEC,"Target T0940 (Palm Desert, CA)",72549 Highway 111,,Palm Desert,CA,92260,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.72481,-116.40206,2024/03/07 00:00:00+00,171424,2024/03/07 03:22:21,,,,2021/01/22 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
30274.8934456449,-76261.7091645245,61,NEVI Compliant,ELEC,"Central Valley Bank (Oakhurst, CA)",40004 CA-41,,Oakhurst,CA,93644,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.32986,-119.65786,2024/03/07 00:00:00+00,183859,2024/03/07 03:21:52,,,,2021/02/06 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
259325.56756069,-534762.80145674,62,NEVI Compliant,ELEC,"Vista Medical Center (Vista, CA)",780 SHADOWRIDGE DRIVE,,Vista,CA,92083,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.16662,-117.2219,2024/03/07 00:00:00+00,185257,2024/03/07 03:22:54,,,,2021/02/20 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
284281.299570319,-573748.780975066,63,NEVI Compliant,ELEC,"BOA El Cajon Main CA0-132 (El Cajon, CA)",512 Fletcher Parkway,,El Cajon,CA,92020,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,32.80797,-116.96808,2024/03/07 00:00:00+00,185258,2024/03/07 03:22:53,,,,2021/02/20 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-236892.265434522,42486.5409073811,64,NEVI Compliant,ELEC,"Walmart 1755 (Rohnert Park, CA)",4625 Redwood Dr,,Rohnert Park,CA,94928,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.36805,-122.71497,2024/03/07 00:00:00+00,186089,2024/03/07 03:21:50,,,,2021/03/11 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
154715.25176096,-452642.993739994,65,NEVI Compliant,ELEC,"BOA Crenshaw Imperial CA8-191 (Inglewood, CA)",11525 CRENSHAW BLVD.,,Inglewood,CA,90303,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.92931,-118.32674,2024/03/07 00:00:00+00,186282,2024/03/07 03:21:18,,,,2021/03/17 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
189696.953159049,-476324.94043329,66,NEVI Compliant,ELEC,"BoA CA6-136 (Fountain Valley, CA)",17430 Brookhurst St,,Fountain Valley,CA,92708,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.70962,-117.95404,2024/03/07 00:00:00+00,187838,2024/03/07 03:22:59,,,,2021/04/21 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-186389.799137782,-66337.6002273094,67,NEVI Compliant,ELEC,Walmart 2280 Mountain View,600 Showers Drive,,Mountain View,CA,94040,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,37.40098,-122.10866,2024/03/07 00:00:00+00,188023,2024/03/07 03:22:19,,,,2021/04/27 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
-130345.356316531,70349.4317405457,68,NEVI Compliant,ELEC,Target T2115 N. Freeway,3601 N. Freeway Blvd.,,Sacramento,CA,95834,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.63995,-121.4992,2024/03/07 00:00:00+00,190399,2024/03/07 03:20:18,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-104762.961090768,88330.987466149,69,NEVI Compliant,ELEC,"Target T2604 - Rocklin, CA",5104 Commons Drive,,Rocklin,CA,95677,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.80499,-121.20763,2024/03/07 00:00:00+00,190400,2024/03/07 03:21:47,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
-130346.866972102,61777.0084708743,70,NEVI Compliant,ELEC,Target T0310 Riverside Blvd.,2505 Riverside Blvd.,,Sacramento,CA,95818,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.56284,-121.49766,2024/03/07 00:00:00+00,190401,2024/03/07 03:20:29,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
-124264.903152578,60153.448066623,71,NEVI Compliant,ELEC,Target T2492 4th Avenue,6507 4th Avenue,,Sacramento,CA,95817,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.54908,-121.42751,2024/03/07 00:00:00+00,190404,2024/03/07 03:21:15,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
-123632.356346855,47903.8289921191,72,NEVI Compliant,ELEC,Laguna Village,8785 Center Parkway,,Sacramento,CA,95823,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.43898,-121.41814,2024/03/07 00:00:00+00,190405,2024/03/07 03:21:19,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-138103.263645445,74693.6301348899,73,NEVI Compliant,ELEC,Sacramento International Airport,6900 Airport Blvd.,,Sacramento,CA,95837,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,38.67789,-121.58925,2024/03/07 00:00:00+00,190410,2024/03/07 03:21:05,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,1,0,8,0,0,0,0,8
-124932.766230768,54508.1930165673,74,NEVI Compliant,ELEC,"Walmart 2735 - Sacramento, CA",6051 Florin Road,,Sacramento,CA,95823,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.49821,-121.4342,2024/03/07 00:00:00+00,190418,2024/03/07 03:21:05,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-103341.397223043,70303.461853209,75,NEVI Compliant,ELEC,"Folsom Premium Outlets (Folsom, CA)",13000 Folsom Blvd.,,Folsom,CA,95630,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.64298,-121.18864,2024/03/07 00:00:00+00,190429,2024/03/07 03:20:16,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-151647.463080516,60230.9839820284,76,NEVI Compliant,ELEC,"BOA CA3-147 (Davis, CA)",325 E Street,,Davis,CA,95616,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.54566,-121.74202,2024/03/07 00:00:00+00,190432,2024/03/07 03:21:57,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-133245.148583687,70582.5676131351,77,NEVI Compliant,ELEC,Market West,3270 Arena Blvd.,,Sacramento,CA,95834,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.64163,-121.53259,2024/03/07 00:00:00+00,190448,2024/03/07 03:21:04,,,,2021/05/30 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-73161.5074676303,77412.8311292473,78,NEVI Compliant,ELEC,Prospectors Plaza - Tesla Supercharger,3966 Missouri Flat Road,,Placerville,CA,95667,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.709843,-120.842261,2023/07/01 00:00:00+00,190468,2023/07/14 19:41:28,P,,,2021/05/23 00:00:00+00,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8,0,0,8,0,0,0,8,8
-203418.712196272,-1163.6866065599,79,NEVI Compliant,ELEC,"Site Centers Hilltop Plaza (Richmond, CA)",3401 Blume Dr,,Richmond,CA,94806,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.98352,-122.31927,2024/03/07 00:00:00+00,191559,2024/03/07 03:21:24,,,,2021/06/28 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-110260.312758267,84696.6962237647,80,NEVI Compliant,ELEC,"Westfield Galleria at Roseville (Roseville, CA)",1151 Galleria Blvd,,Roseville,CA,95678,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,38.77165,-121.27043,2024/03/07 00:00:00+00,191562,2024/03/07 03:20:34,,,,2021/06/28 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
-181791.714927209,-39274.6699619889,81,NEVI Compliant,ELEC,"BOA Mission-Sorenson CA4-160 (Hayward, CA)",26801 Mission Blvd,,Hayward,CA,94544,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.64528,-122.06332,2024/03/07 00:00:00+00,192570,2024/03/07 03:22:00,,,,2021/07/05 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-5174.24531456906,-22099.5453720717,82,NEVI Compliant,ELEC,Yosemite Westgate Lodge/Buck Meadows Lodge,7649 CA-120,,Groveland,CA,95321,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.81756,-120.05887,2024/03/07 00:00:00+00,192748,2024/03/07 03:21:59,,,,2021/07/12 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
143867.041949106,-428350.592052827,83,NEVI Compliant,ELEC,Ralph's 222 Ventura Blvd,14049 Ventura Blvd,,Sherman Oaks,CA,91423,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.14994,-118.43972,2024/03/07 00:00:00+00,192796,2024/03/07 03:20:18,,,,2021/07/13 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-69737.7676599804,79276.934977062,84,NEVI Compliant,ELEC,"BOA CA2-144 (Placerville, CA)",3044 Sacramento St,,Placerville,CA,95667,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.72688,-120.80303,2024/03/07 00:00:00+00,193453,2024/03/07 03:21:59,,,,2021/08/03 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-39536.5773571197,-343717.302893167,85,NEVI Compliant,ELEC,"Target T0309 (Santa Maria, CA)",223 E Betteravia Rd,,Santa Maria,CA,93454,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.92237,-120.43303,2024/03/07 00:00:00+00,193454,2024/03/07 03:21:40,,,,2021/08/03 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
186598.667848519,-436334.23852982,86,NEVI Compliant,ELEC,"Target 1033 (Baldwin Park, CA)",3100 Baldwin Park Blvd,,Baldwin Park,CA,91706,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.07071,-117.97825,2024/03/07 00:00:00+00,193472,2024/03/07 03:22:33,,,,2021/08/04 00:00:00+00,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,0,0,4,0,0,0,0,4
-157655.740252033,191731.919280181,87,NEVI Compliant,ELEC,"BOA Chico Main CA1-101 (Chico, CA)",400 Broadway St,,Chico,CA,95928,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.72766,-121.84034,2024/03/07 00:00:00+00,193585,2024/03/07 03:21:38,,,,2021/08/07 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
148361.865371754,-446366.414514899,88,NEVI Compliant,ELEC,"Westfield Culver City (Culver City, CA)",6000 Sepulveda Blvd,,Culver City,CA,90230,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,33.98688,-118.39429,2024/03/07 00:00:00+00,199192,2024/03/07 03:21:17,,,,2021/10/27 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10,1,0,10,0,0,0,0,10
-141142.574491659,126824.507729887,89,NEVI Compliant,ELEC,"Target T0318 (Yuba City, CA)",1153 Butte House Road,,Yuba City,CA,95991,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.14638,-121.63456,2024/03/07 00:00:00+00,199195,2024/03/07 03:21:55,,,,2021/10/27 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
-171949.798746287,-74905.2514614826,90,NEVI Compliant,ELEC,"Westfield Valley Fair (Santa Clara, CA)",2855 Stevens Creek Blvd,,Santa Clara,CA,95050,,833-632-2778,E,,Public,24 hours daily,,,,,,,14,,Electrify America,https://www.electrifyamerica.com/,GPS,37.3267,-121.94336,2024/03/07 00:00:00+00,199196,2024/03/07 03:22:16,,,,2021/10/27 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,14,1,0,14,0,0,0,0,14
179563.263923071,-429208.140855627,91,NEVI Compliant,ELEC,"Westfield Santa Anita (Arcadia, CA)",400 South Baldwin Ave,,Arcadia,CA,91007,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,34.13626,-118.05287,2024/03/07 00:00:00+00,199198,2024/03/07 03:23:05,,,,2021/10/27 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
247275.534863412,-476566.281355705,92,NEVI Compliant,ELEC,"Walmart 2077 (Lake Elsinore, CA)",29260 Central Avenue,,Lake Elsinore,CA,92532,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,33.69454,-117.33339,2024/03/07 00:00:00+00,200511,2024/03/07 03:22:58,,,,2021/11/04 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6,1,0,6,0,0,0,0,6
247727.695632462,-533529.872609328,93,NEVI Compliant,ELEC,"Walmart 2494 - Oceanside,CA",2100 Vista Way,,Oceanside,CA,92054,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,33.18074,-117.34571,2024/03/07 00:00:00+00,201037,2024/03/07 03:22:43,,,,2021/11/12 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10,1,0,10,0,0,0,0,9
-91824.1689729149,101240.61426077,94,NEVI Compliant,ELEC,"Patel & Chirag Motel 6 (Auburn, CA)",1819 Auburn Ravine Rd,,Auburn,CA,95603,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.92252,-121.06016,2024/03/07 00:00:00+00,201630,2024/03/07 03:22:00,,,,2021/11/25 00:00:00+00,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4,1,0,4,0,0,0,0,4
